date_time,customer_id,amount,rep_month,repayment_type
2024-06-27 07:16:36,683131338d401fda38410a808797b7706bc3e364d0fe77098599032aed112ce6,500.65,202406,Automatic
2024-06-27 17:26:50,56a41251185bd205961556399289804607ccc66039283745f48b0e9cd2716a16,2833.33,202406,Automatic
2024-06-27 18:45:40,000e57e83f161e4ba6458b3e32c00815405c5a005e652b6dd5d30ee664767130,143.98,202406,Automatic
2024-06-27 13:24:57,f3606d5ac9a89e0251a60d7183a09bc742eba2e36882af0ca0440f9e7b213b92,1000.0,202406,Automatic
2024-06-27 13:31:44,f3606d5ac9a89e0251a60d7183a09bc742eba2e36882af0ca0440f9e7b213b92,801.0,202406,Manual
2024-06-27 15:26:42,ea3d553b28fefa3db6d878f7965bed756cadcc75eab9a4bd56251b71daae8f8d,0.32,202406,Automatic
2024-06-27 13:20:04,9612a7e1860338e51c8c17b4c6277b6fcff6673b365b8aab650f82383d5ca025,1400.0,202406,Automatic
2024-06-27 09:05:37,8a24dbc61bfc131ce97747b67a8cf95dc864b1da40a271514ae8d234d3606183,99.0,202406,Automatic
2024-06-04 08:01:56,a8de7aea5bc9ad59ce83e55cae10964da3b11e93482292e56a7b28d9c0468ed2,470.0,202406,Manual
2024-06-04 19:55:36,012b01b0a23e9edc57cc2b7632d0973ab6eaff6ad4e9e8d74a78190d9f54d545,1309.95,202406,Manual
2024-06-09 18:40:38,5d52b15dcbad5c3d9470e8ed2f9452e47be3df07cc77eddc8da69cd5248bb852,690.0,202406,Manual
2024-06-04 16:32:58,bc5c49a446d1cf3255340f444fc9f8bae5f81d4812d364c33c03d8e6f4c36560,300.0,202406,Manual
2024-06-04 12:15:23,53f3edaa618ac87635ed4b99564100750501ea67dadd6c4f01f54259c76fce18,1.02,202406,Automatic
2024-06-04 18:49:15,69c89b1d49d4ad2f92981adbf80c7a30bc9019bb17baf333c1e966de38f1c734,58.11,202406,Automatic
2024-06-04 10:47:10,7c14e4d3164f372fd867c2be179b4f952c119545e87fb95ba51ecdcadd12271e,1672.13,202406,Manual
2024-06-04 18:38:29,7e16841e4d4fb5cc96978b5d66aa89a8ac2fa8bc5d6e7d4a96624a55592e88cc,41.26,202406,Automatic
2024-06-04 14:45:25,b39e1cf44fad4619f1262142ea6025daec6d64d093c8ecb0e83c799efdd5e762,12.89,202406,Automatic
2024-06-04 10:25:26,7c14e4d3164f372fd867c2be179b4f952c119545e87fb95ba51ecdcadd12271e,836.67,202406,Automatic
2024-06-27 06:50:57,683131338d401fda38410a808797b7706bc3e364d0fe77098599032aed112ce6,579.26,202406,Automatic
2024-06-04 16:55:25,f454fe90624a2898d5398f69ac9caa2785749554dde936ece9f80ef55bc37f59,5.36,202406,Automatic
